id,fen,name,moves,ECO,parent,child,white,draws,black,bullet_avg,blitz_avg,rapid_avg,classical_avg,0_white,0_draws,0_black,1000_white,1000_draws,1000_black,1200_white,1200_draws,1200_black,1400_white,1400_draws,1400_black,1600_white,1600_draws,1600_black,1800_white,1800_draws,1800_black,2000_white,2000_draws,2000_black,2200_white,2200_draws,2200_black,2500_white,2500_draws,2500_black,bullet_white,bullet_draws,bullet_black,blitz_white,blitz_draws,blitz_black,rapid_white,rapid_draws,rapid_black,classical_white,classical_draws,classical_black
321,rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,Van Geet Opening: Dunst-Perrenet Gambit,1.Nc3 d5 2.e4 dxe4 3.d3,A00,,[],259470,20912,232983,1746.9,1593.6,1388.1,1409.6,29060,3085,27380,53335,5485,50751,60779,5673,60460,63827,5576,65169,68355,5294,62905,73296,5326,61045,41659,3398,33473,12045,1253,10142,288,65,249,516511,31492,433871,227186,17639,197178,30031,3033,33056,2253,240,2749
327,rnbqkb1r/pppppp1p/5np1/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3,English Opening,1.Nf3 Nf6 2.c4 g6 3.Nc3,A15,,[958],796290,102937,706643,2012.9,2019.0,1898.5,1822.5,2160,172,2320,7346,605,7431,20876,1710,20353,48946,4123,47689,107475,10182,103643,188168,20900,175250,222377,28773,191508,201267,32987,165969,28057,5972,22584,410083,36274,372750,695813,88588,613957,92577,13151,85363,7900,1198,7323
331,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,Reti: KIA,1.Nf3 Nf6 2.g3 g6 3.Bg2,A05,,[352],1324482,182040,1193270,2124.9,2005.3,1804.1,1764.5,15402,1880,13587,30808,3205,29023,54398,5418,51589,89879,8918,89292,159532,17146,158787,284139,33346,261241,404777,53842,352122,342572,58978,295958,43583,9810,35870,1695570,177521,1512561,1171946,158168,1047480,140733,21752,134263,11803,2120,11527
334,r1bqkbnr/pp1ppppp/2n5/2p5/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,Reti: 1...c5,1.Nf3 c5 2.g3 Nc6 3.Bg2,A04,,[],726190,79170,639558,1946.7,1860.9,1711.2,1676.5,8463,734,7675,24391,1997,22865,50934,4217,48144,89962,7453,84853,143219,13009,134089,191048,19322,166844,184609,21149,153858,106994,16111,90821,10358,2126,9093,1042505,83793,873931,637662,68759,558594,83529,9710,76351,4999,701,4613
336,rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 2 3,"Reti: Nimzowitsch-Larsen, 2...Nf6",1.Nf3 d5 2.b3 Nf6 3.Bb2,A06,,[353],455981,57366,402710,1986.0,1914.0,1787.5,1762.4,4354,323,3899,11388,923,10484,24704,1937,22836,47742,3922,44022,78978,7343,72351,112566,12293,99000,123713,16708,107498,82708,14692,71043,10274,2408,8796,556684,43869,457557,394809,49016,347699,55633,7408,49990,5539,942,5021
341,rnbqkbnr/ppp1pppp/8/8/2Pp4/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,"Reti: Advance, 3.e3",1.Nf3 d5 2.c4 d4 3.e3,A09,,[966],298003,22849,236590,1858.2,1858.3,1799.1,1742.1,1813,123,1851,7007,468,6851,16857,1046,16036,33389,2074,29620,62051,3940,51086,92643,6411,70718,74616,6024,55203,32810,3894,27024,2494,506,2939,132694,6635,106752,249630,18608,197168,45118,3962,36779,3255,279,2643
346,rnbqkbnr/ppp1pppp/8/8/2p5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,"Reti: Accepted, 3.e3",1.Nf3 d5 2.c4 dxc4 3.e3,A09,,[],411926,30183,261855,1649.4,1664.2,1613.1,1570.6,6561,437,4798,19510,1275,14224,47059,2966,33324,84029,5006,55913,118255,7609,74941,118671,8655,72733,67781,5772,41768,21634,2804,15175,1556,337,1325,189201,10286,135703,330506,23933,214095,75872,5806,44889,5548,444,2871
348,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,"Queen's Pawn Game, Symmetrical, 3.c4",1.Nf3 d5 2.d4 Nf6 3.c4,A06,,[],5710370,629376,4639993,1829.7,1819.2,1674.1,1653.6,92281,6443,74920,275860,19438,225389,581827,40951,472619,953315,71518,778536,1232815,104758,1014131,1423065,144038,1141299,1242828,155818,984707,773287,131328,644673,85060,21916,76647,3359929,239210,2718529,4639824,512089,3789537,977996,106122,782549,92550,11165,67907
349,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,Reti: KIA,1.Nf3 d5 2.g3 Nf6 3.Bg2,A07,,"[1732, 2576]",1880935,236452,1612010,1964.6,1886.4,1666.8,1660.4,48920,4664,43704,97000,8971,88852,153693,13547,143649,222451,19472,208216,301069,29371,276954,404341,43822,348306,488322,62523,398441,408095,68531,333875,56657,12733,46218,2237380,197124,1831006,1607111,200179,1368362,250947,32619,223163,22877,3654,20485
350,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,King's Indian Attack: Sicilian Variation,1.Nf3 d5 2.g3 c5 3.Bg2,A08,,"[354, 355, 356]",1131747,114623,917200,1892.0,1859.0,1767.2,1725.8,11336,922,10192,32038,2537,29381,65612,5043,60870,122950,9447,115150,214983,18366,197009,321954,30216,262189,317455,33931,231222,145251,20640,104197,9154,2023,7433,1049732,76451,821308,967800,95979,776600,152709,17154,130849,11238,1490,9751
354,rnbqk1nr/ppppppbp/6p1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,Reti: 1...g6,1.Nf3 g6 2.g3 Bg7 3.Bg2,A04,,[],767585,89465,703430,1967.5,1812.3,1653.9,1616.9,13162,1379,12292,34709,3419,33684,70476,6674,67708,120827,11317,116625,168392,17080,162220,184892,19686,165409,166669,20245,144187,114404,18443,103426,12401,2694,11563,1865259,172658,1644797,676351,78224,617125,85976,10479,81326,5258,762,4979
359,r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,Nimzo-Larsen Attack: Modern Variation,1.b3 e5 2.Bb2 Nc6 3.e3,A01,,[],2281144,191583,1985492,1741.9,1654.7,1616.5,1611.1,40456,2911,36155,149134,10530,132212,362901,25307,318609,632664,44111,548572,689537,52392,597785,517885,43116,439061,290390,29779,254654,135891,19330,130798,14777,2855,14622,1411904,90979,1250277,1722596,143967,1505342,520848,44167,448811,37700,3449,31339
366,rnbqkb1r/ppp1pppp/5n2/3p4/1P6/4P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,Polish: 1...d5 2.Bb2 Nf6 3.e3,1.b4 d5 2.Bb2 Nf6 3.e3,A00,,[],245661,24630,235021,1737.0,1773.1,1724.8,1703.7,994,75,999,3889,275,3895,13491,920,12799,35630,2760,34367,73311,6305,70210,83413,8465,78853,43957,5576,41864,9073,1475,9438,277,49,289,131381,7805,117188,211293,20703,199944,32794,3718,33422,1574,209,1655
368,rnbqk1nr/pppp1ppp/8/4B3/1b6/8/P1PPPPPP/RN1QKBNR b KQkq - 0 3,Polish: 2...Bxb4 3.Bxe5,1.b4 e5 2.Bb2 Bxb4 3.Bxe5,A00,,"[974, 975]",657676,46374,499998,1726.6,1745.8,1695.4,1691.2,8245,520,5104,22702,949,11556,65594,2550,33868,147347,6540,86585,218325,12353,154050,181281,14230,152467,85101,9360,79866,24394,3624,25741,1228,267,1289,291838,13824,215643,510834,35817,391645,138282,9743,101257,8560,814,7096
372,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"English Opening: Symmetrical Variation, Fianchetto Variation",1.c4 Nf6 2.Nc3 c5 3.g3,A34,,[],406955,47419,357311,1879.0,1899.3,1792.5,1750.5,3091,216,2253,9512,673,7303,23492,1653,18387,47233,3464,38708,80545,7303,67851,114452,12671,100578,103972,13721,94620,57044,9447,51975,3709,813,3579,207707,15511,179312,341349,39180,300048,59881,7412,52398,5725,827,4865
375,rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PP1PPPPP/R1BQKBNR b KQkq - 0 3,"English: Anglo-Gruenfeld, 3.cxd5",1.c4 Nf6 2.Nc3 d5 3.cxd5,A16,,"[979, 2582]",669130,76101,594420,1851.2,1847.9,1786.2,1756.8,3659,302,3204,12858,974,11386,37112,2605,33028,88110,6918,77860,158037,14221,141213,209773,22302,185712,149037,20484,132855,60569,11376,53795,3604,800,2985,513732,38012,464004,569891,63966,508545,92538,11188,80400,6701,947,5475
376,rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3,"English: Anglo-Indian, 2.Nc3 e6 3.Nf3",1.c4 Nf6 2.Nc3 e6 3.Nf3,A17,,[981],559856,68387,498541,1928.9,1933.9,1849.4,1773.2,1897,200,1683,6184,441,5517,19994,1444,18190,51895,4094,47314,108772,10416,98775,157416,17640,142912,138967,18572,122249,90658,15056,77514,12148,2609,9777,302840,24064,275320,472100,56704,419721,80470,10632,72037,7286,1051,6783
377,rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,English Opening: Mikenas-Carls Variation,1.c4 Nf6 2.Nc3 e6 3.e4,A18,,"[985, 986, 987]",724242,70129,555342,1986.0,1952.3,1851.7,1755.8,2890,206,2545,9006,635,8037,22324,1554,20309,48695,3509,43196,107837,8245,87163,202731,16989,154380,226417,22511,166622,129856,17283,97537,8706,1592,6444,430398,27854,342517,622671,59054,476231,93509,10109,73147,8062,966,5964
378,rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"English: Anglo-Indian, 2.Nc3 e6 3.g3",1.c4 Nf6 2.Nc3 e6 3.g3,A17,,[],683250,77149,636537,1816.4,1826.3,1799.7,1750.6,2432,191,2134,10327,712,8793,34738,2471,30416,92163,7431,83271,178793,17370,163452,228365,26130,213873,143675,19380,136612,39229,6610,38306,1025,228,1023,418279,30576,379445,572551,62646,531606,102976,13305,97378,7723,1198,7553
379,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,King's Indian Defence,1.c4 Nf6 2.Nc3 g6 3.d4,A16,,[],11772098,1320576,11490743,1861.3,1904.5,1849.6,1809.6,30534,2112,29013,157472,11607,153389,525734,39911,511210,1276148,100700,1243907,2413823,218759,2396571,3421602,364330,3415896,2923128,365035,2848326,1583011,240505,1448128,154386,31247,137915,5371544,406891,5282755,9779736,1070853,9491346,1846140,227350,1850916,146222,22373,148481
380,rnbqkb1r/pppppp1p/5np1/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,"English: Anglo-Indian, 2.Nc3 g6 3.e4",1.c4 Nf6 2.Nc3 g6 3.e4,A16,,[],569281,59745,470778,2004.8,1990.1,1884.4,1801.5,2205,185,2133,7427,601,7053,17012,1360,16149,33665,2686,31194,71788,5774,62608,145831,13304,120779,187983,20074,150242,119985,16233,97787,10029,1674,8168,342261,24004,279431,496980,51134,407552,67392,7944,58843,4909,667,4383
381,rnbqkb1r/pppppp1p/5np1/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"English: Anglo-Indian, 2.Nc3 g6 3.g3",1.c4 Nf6 2.Nc3 g6 3.g3,A16,,[357],910156,106438,815354,1877.1,1904.5,1843.1,1801.6,3654,292,3367,13498,1051,12587,38953,3004,35670,89814,7334,82020,177800,17061,161820,278468,30829,252220,244206,31658,214033,113072,18117,99205,6796,1439,6056,486826,38237,426797,772915,88301,688136,127580,16562,118079,9661,1575,9139
382,rnbqkb1r/pppp1ppp/4pn2/8/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,"English: Anglo-Indian, 2.g3 e6",1.c4 Nf6 2.g3 e6 3.Bg2,A15,,[],539758,64232,462010,1973.3,1938.7,1853.0,1792.1,1079,59,960,4872,308,4158,17802,1199,15101,48012,3671,41425,96100,8580,85125,147952,16043,127486,145485,18850,122923,93802,15226,77709,8407,1862,7342,403653,31791,338796,465090,54403,397541,68745,8880,59279,5923,949,5190
383,rn1qkbnr/pbpppppp/1p6/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,English: 1...b6 2.Nc3 Bb7 3.e4,1.c4 b6 2.Nc3 Bb7 3.e4,A10,,[],268906,24476,226936,1851.2,1805.4,1694.4,1632.4,3001,222,2833,9852,687,8758,21331,1531,19966,41409,3062,37675,65496,5040,56687,75212,6449,61841,55678,5487,44332,28388,3900,23817,2723,538,2584,202841,13127,185584,223905,20362,189273,42047,3812,35384,2954,302,2279
385,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3,"English: Symmetrical, 2.Nc3 Nc6 3.Nf3",1.c4 c5 2.Nc3 Nc6 3.Nf3,A35,,"[990, 991, 992, 993]",992093,113617,840913,1879.0,1867.3,1781.7,1731.8,6564,547,5381,20874,1544,17566,56259,4234,49696,119292,9745,105751,211607,19849,186594,285946,30980,243190,240537,30171,196254,124364,20425,100598,10347,2447,8526,552251,41304,478660,824613,93068,700048,154070,18753,130060,13410,1796,10805
386,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 0 3,"English: Symmetrical, 2.Nc3 Nc6 3.e3",1.c4 c5 2.Nc3 Nc6 3.e3,A35,,[994],346891,32638,320240,1774.5,1723.4,1684.3,1647.1,4194,320,3503,14302,967,12552,36404,2686,32547,71068,5437,65933,105699,9075,97637,109384,10780,100015,50287,5871,47162,10135,1400,9172,318,75,321,288159,17472,253940,289066,26479,266103,54021,5705,50584,3804,454,3553
387,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",1.c4 c5 2.Nc3 Nc6 3.g3,A36,,"[359, 995]",1049548,116279,882568,1800.9,1814.5,1747.7,1711.5,8797,673,6223,26834,1901,20683,71719,5281,58700,154693,12453,127786,257121,24167,216043,320126,35471,268976,224506,28930,188702,89326,14387,77502,3776,871,3559,600630,43463,504568,867860,94201,732105,168336,20339,139512,13352,1739,10951
388,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3,"English Opening: Symmetrical Variation, Three Knights Variation",1.c4 c5 2.Nc3 Nf6 3.Nf3,A34,,"[997, 1757]",553125,74867,468157,1970.7,1994.0,1851.3,1779.3,2945,240,2385,8018,577,6530,20392,1465,16673,42899,3427,37069,81184,8015,70554,130997,14978,113717,155364,21369,128765,126470,23088,104654,16211,3990,13398,210516,18020,187297,463300,61878,393460,80498,11494,67172,9327,1495,7525
394,rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,"English: Symmetrical, Two Knights",1.c4 c5 2.Nf3 Nf6 3.d4,A31,,"[361, 1001, 1002]",774271,107365,764909,2045.4,2006.9,1865.4,1781.1,2249,150,1996,8125,576,7983,23867,1717,23382,50934,4325,54912,96321,9553,107060,181003,21674,187403,259784,36773,244052,173457,32041,159841,12772,2999,11641,510224,46216,500239,680127,93529,664152,86533,12622,92049,7611,1214,8708
397,rnbqkbnr/pp2pppp/2p5/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,"English: Caro-Kann Defence, 3.e3",1.c4 c6 2.Nf3 d5 3.e3,A11,,[1005],385541,47290,318181,2018.0,1968.2,1810.5,1762.1,2259,162,1973,6659,487,5796,15937,1119,14221,30492,2345,27582,53815,4616,47246,92492,9742,77289,108419,13983,86673,89091,14229,70472,11232,2375,8919,337083,25428,290124,333498,40664,276260,48023,6056,38934,4020,570,2987
398,rnbqkbnr/pp2pppp/2p5/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,"English: Caro-Kann Defence, 3.g3",1.c4 c6 2.Nf3 d5 3.g3,A11,,[],288407,37249,229829,2105.0,2057.2,1898.0,1847.1,682,51,554,1957,125,1650,4520,307,3639,9982,717,7775,24126,1989,18895,63304,6326,50470,97314,12340,77312,83848,13763,67896,9833,2114,7481,190281,16203,151541,261168,33575,209436,25111,3301,18932,2128,373,1461
401,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3,"English Opening: King's English Variation, Three Knights System",1.c4 e5 2.Nc3 Nc6 3.Nf3,A27,,"[1010, 1011, 1771, 1772, 1774, 1775]",825230,79387,673452,1801.4,1749.8,1582.1,1567.7,24635,2107,22139,61531,4621,52946,117592,8249,97252,169384,12151,136556,188191,14715,151428,186137,16817,151799,160336,17780,133531,110359,15977,91178,10823,1947,8960,409928,27620,356243,635358,61644,524393,172196,16102,135982,17676,1641,13077
402,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 0 3,English: Closed,1.c4 e5 2.Nc3 Nc6 3.e3,A25,,[],391752,32697,344939,1654.0,1577.3,1508.9,1507.2,17533,1233,14807,50846,3509,42668,95216,6756,79319,127150,8865,105970,117441,9219,101102,87829,7919,80689,44133,4647,43161,14400,1918,13356,799,129,661,294630,16935,259129,303990,25145,270724,80940,6906,68925,6822,646,5290
403,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,English: Closed,1.c4 e5 2.Nc3 Nc6 3.g3,A25,,"[363, 364, 1015, 1016]",971636,89263,811935,1725.9,1719.8,1566.1,1572.4,30282,2194,23013,80451,5673,62725,155745,10609,119396,219992,15253,167442,230176,17700,180720,223523,20214,189954,186740,20403,170736,104994,14617,97053,6211,1076,6030,559519,35789,480948,763017,70242,650950,190381,17326,148130,18238,1695,12855
404,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3,"English: King's, 2.Nc3 Nf6 3.Nf3",1.c4 e5 2.Nc3 Nf6 3.Nf3,A22,,"[365, 366, 367, 1017, 1018]",1406550,133365,1073489,1751.3,1800.7,1715.2,1693.0,17728,1385,16357,53906,3668,47117,126003,8539,105848,232441,15927,185431,340594,26070,261355,376221,33891,279619,284812,31201,209894,156075,22986,123353,16407,3290,13837,434681,27275,346059,1076736,100989,825690,300007,29218,226309,29807,3158,21490
405,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 0 3,"English: King's, 2.Nc3 Nf6 3.e3",1.c4 e5 2.Nc3 Nf6 3.e3,A22,,[],799120,68303,732570,1630.4,1638.2,1618.2,1607.5,15759,1087,13901,56615,3986,51437,135282,9565,121343,230522,16601,208144,263542,20983,238866,203262,18778,187336,79029,8736,76819,21366,2910,20120,1399,295,1285,331361,19116,287559,616786,51452,561799,169953,15624,158928,12381,1227,11843
406,rnbqkb1r/pppp1ppp/5n2/4p3/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,"English: King's, 2.Nc3 Nf6 3.e4",1.c4 e5 2.Nc3 Nf6 3.e4,A22,,[],955781,92259,909225,1610.1,1596.7,1555.8,1531.8,47207,3992,48379,125513,10248,127135,216529,17672,216732,279988,23443,275216,295317,26920,279319,237604,24331,219963,112791,13431,105110,29533,4003,28908,548,131,709,270785,16769,235526,666279,62336,617591,263234,27021,263179,26268,2902,28455
408,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,English Opening: Carls-Bremen System,1.c4 e5 2.Nc3 Nf6 3.g3,A22,,"[368, 369, 370, 1024, 1026]",2204568,208721,1863749,1675.8,1725.4,1670.0,1661.7,32043,2173,27272,108306,7578,93107,262588,18046,222770,471935,34082,394380,616466,50678,509580,607033,59142,507089,363195,42552,316509,138475,20671,128199,7464,1596,7992,712572,44356,596686,1670660,154777,1418152,488730,48959,409585,45178,4985,36012
409,rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3,English Opening: King's English Variation,1.c4 e5 2.Nc3 d6 3.Nf3,A21,,[],374935,34769,291316,1679.1,1700.0,1562.1,1489.0,8519,704,6899,19498,1438,15916,39446,2865,31965,67465,5007,54961,93099,7799,74203,104417,9520,79999,75261,7696,55228,32291,4318,24999,2402,429,1926,220784,14401,180643,307462,28476,241058,62608,5857,47059,4865,436,3199
411,rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,"English: King's, 2.Nc3 d6 3.g3",1.c4 e5 2.Nc3 d6 3.g3,A21,,[1027],583270,53553,460966,1629.8,1663.3,1556.3,1481.4,12616,837,8927,32182,2195,24140,67412,4588,52981,117043,8575,93425,156907,13013,124331,167055,15668,130898,104541,11069,81467,36068,4882,29482,1656,346,1363,360559,22347,287819,483722,43980,386401,92880,8956,70335,6668,617,4230
412,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3,"English: King's, 2.g3 Nc6 3.Bg2",1.c4 e5 2.g3 Nc6 3.Bg2,A20,,[],599740,55655,494874,1798.0,1749.6,1585.3,1584.9,13489,927,10517,39968,2535,31450,84616,5600,66020,127349,8668,97298,139130,10439,109608,129898,11620,108483,114628,12503,101246,81161,11034,71346,7574,1391,6893,380838,24445,322403,471913,44209,396877,116971,10359,90378,10856,1087,7619
413,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3,"English: King's, 2.g3 Nf6 3.Bg2",1.c4 e5 2.g3 Nf6 3.Bg2,A20,,[],1266391,123507,1033592,1745.2,1774.1,1686.3,1684.3,15723,1043,13012,54983,3544,44936,136829,8956,112677,247712,17404,200277,324638,26023,263945,321401,30394,260301,228373,26912,187337,130980,19853,109394,13287,2921,12338,429970,27817,353310,959864,93283,787376,278494,27151,224494,28033,3073,21722
415,rnbqkbnr/ppp2ppp/3p4/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,"English: King's, 2.g3 d6",1.c4 e5 2.g3 d6 3.Bg2,A20,,[],348494,32484,275535,1683.5,1685.8,1551.3,1505.2,6494,460,4831,17861,1106,13533,39680,2671,30689,69258,5024,55142,91277,7458,73475,92526,8722,73088,64904,7014,49815,28667,3951,22422,1862,315,1593,243775,15438,194023,286092,26572,228120,57834,5485,44486,4568,427,2929
417,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,"Queen's Gambit Declined, Queen's Knight Variation",1.c4 e6 2.Nc3 d5 3.d4,D31,,[],18697330,1903321,15808008,1736.1,1775.8,1722.9,1689.0,156085,10470,122978,595724,41945,486054,1596406,113538,1305019,3221090,242028,2641220,5041465,434293,4211567,5613271,575812,4786020,3435975,422215,2952035,1281132,204190,1121018,104397,24783,96148,10871158,699506,9312949,15200090,1518536,12933145,3249707,353628,2681422,247533,31157,193441
418,rnbqkb1r/pppp1ppp/4pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,English: 1...e6 2.Nf3 Nf6 3.g3,1.c4 e6 2.Nf3 Nf6 3.g3,A13,,[],334889,48601,263746,2122.2,2097.0,1969.3,1868.2,552,44,421,1537,106,1201,4437,291,3482,11580,851,9156,29644,2560,23458,65383,6952,50001,103016,13879,79146,107741,19798,87484,17525,4561,14501,158637,14243,124711,293813,42047,232990,37461,5872,28069,3615,682,2687
420,rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,English: Agincourt Variation,1.c4 e6 2.Nf3 d5 3.g3,A13,,[372],348875,46648,266853,2068.7,2057.9,1896.0,1810.6,1110,87,810,2626,196,1895,5677,370,4209,12923,853,9143,30967,2480,22182,73669,7043,53385,113880,14197,85057,102225,18250,83157,15211,3825,13929,219809,17661,159824,313085,41450,241827,32728,4686,22980,3062,512,2046
421,rnbqkbnr/ppp2ppp/4p3/3p4/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,English: 1...e6 2.g3 d5,1.c4 e6 2.g3 d5 3.Bg2,A13,,[],434503,55498,360413,1971.0,1987.8,1874.5,1816.8,1102,86,977,4145,245,3423,11629,834,9587,29496,2193,23672,62738,5343,50893,106034,11124,87256,122279,15951,100976,100222,17508,84636,13734,3379,12980,538334,41070,434438,388762,49362,323484,42661,5668,34620,3080,468,2309
429,rnbqk1nr/ppppppbp/6p1/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,English: 1...g6 2.Nc3 Bg7 3.g3,1.c4 g6 2.Nc3 Bg7 3.g3,A10,,[],619492,66088,538547,1794.4,1797.9,1743.6,1707.9,3731,305,3272,14623,1116,13109,42445,3251,38173,94371,7601,84719,157989,14324,136989,185235,19267,157513,121002,14589,102741,56719,9337,52523,4176,970,4062,508101,37537,445975,530114,55749,461125,84244,9681,73174,5134,658,4248
431,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,London System Main Line with ...d5,1.d4 Nf6 2.Bf4 d5 3.e3,A45,,[],8469758,877344,7436939,1608.0,1669.3,1615.8,1643.5,282599,21253,230675,736545,54712,603651,1403144,105220,1172167,2078808,165449,1788556,2442809,221859,2148856,2233026,244468,1980150,1221864,162604,1086801,457590,74744,401539,35661,8220,31037,3369075,236048,2979323,6463273,661210,5671722,1872454,199332,1646004,134031,16802,119213
432,rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,London System Indian Setup with 2. Bf4 e6,1.d4 Nf6 2.Bf4 e6 3.e3,A45,,[373],2654340,265282,2359139,1744.0,1752.5,1686.3,1678.1,32828,2276,26838,103996,7028,88741,264468,17861,229259,502485,36779,441340,723053,61386,637950,756964,77464,672634,469285,57864,423689,189611,29121,171656,12942,2668,11870,1325860,94242,1216305,2126378,208825,1887777,494030,52177,440473,33932,4280,30889
433,rnbqkb1r/pppppppp/8/8/3PnB2/8/PPP1PPPP/RN1QKBNR b KQkq - 4 3,Trompowsky: 2...Ne4 3.Bf4,1.d4 Nf6 2.Bg5 Ne4 3.Bf4,A45,,"[1036, 1037, 1038, 1039, 1040]",459501,51328,412974,2061.3,2054.4,1876.5,1823.7,798,73,709,2948,222,2614,9231,605,8396,23754,1679,22851,48865,3812,48807,91932,8327,86929,140684,15399,123347,140909,19511,119942,13357,2600,11098,176272,12957,150688,408759,45208,363169,46851,5578,45849,3891,542,3956
434,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq - 4 3,Trompowsky Attack: Edge Variation,1.d4 Nf6 2.Bg5 Ne4 3.Bh4,A45,,[1041],262762,24074,248569,1928.1,1961.8,1856.2,1762.7,495,39,420,1703,75,1504,6308,348,5258,19673,1066,17259,46817,3154,43106,77955,6482,75382,75254,7870,74450,37993,4723,34439,5070,779,3933,106736,5908,95750,230455,20824,216137,30645,3057,30456,1662,193,1976
